account_id,customer_id,account_type,open_date,country,status
ACC0000942,CUST000567,Checking,2024-07-23,NL,Active
ACC0000943,CUST000795,Savings,2024-08-15,PK,Active
ACC0000944,CUST000528,Savings,2026-01-25,GB,Active
ACC0000945,CUST000902,Checking,2024-10-29,IN,Active
ACC0000946,CUST001901,Checking,2026-03-03,SA,Active
ACC0000947,CUST000804,Checking,2025-10-30,IN,Active
ACC0000948,CUST000222,Checking,2024-09-13,CN,Active
ACC0000949,CUST001574,Savings,2024-03-06,DE,Closed
ACC0000950,CUST001257,Business,2025-05-08,US,Active
ACC0000951,CUST001869,Savings,2023-10-15,AE,Active
ACC0000952,CUST000211,Checking,2024-01-06,US,Active
ACC0000953,CUST000144,Business,2025-05-27,AE,Active
ACC0000954,CUST001591,Savings,2025-01-08,PK,Closed
ACC0000955,CUST001836,Savings,2025-12-01,GB,Active
ACC0000956,CUST001337,Business,2023-12-27,PK,Active
ACC0000957,CUST001910,Checking,2026-02-09,NL,Active
ACC0000958,CUST000545,Checking,2025-03-02,FR,Active
ACC0000959,CUST001852,Savings,2026-05-25,SA,Active
ACC0000960,CUST000007,Business,2025-11-07,IN,Active
ACC0000961,CUST000979,Savings,2023-10-28,NL,Active
ACC0000962,CUST001728,Business,2023-11-05,US,Active
ACC0000963,CUST001106,Checking,2024-06-26,PK,Closed
ACC0000964,CUST000787,Business,2026-04-18,IN,Active
ACC0000965,CUST000248,Business,2024-01-16,CN,Active
ACC0000966,CUST001914,Savings,2024-05-21,FR,Active
ACC0000967,CUST001396,Savings,2024-08-18,NL,Active
ACC0000968,CUST000113,Business,2023-10-31,US,Closed
ACC0000969,CUST000748,Business,2024-02-04,FR,Active
ACC0000970,CUST000164,Savings,2025-10-27,AE,Active
ACC0000971,CUST001326,Checking,2024-04-27,GB,Active
ACC0000972,CUST001135,Checking,2024-12-13,NL,Active
ACC0000973,CUST001353,Checking,2024-04-25,AE,Active
ACC0000974,CUST001425,Savings,2026-02-16,US,Active
ACC0000975,CUST001291,Business,2025-06-20,FR,Active
ACC0000976,CUST000996,Checking,2023-12-24,IN,Active
ACC0000977,CUST001505,Checking,2023-12-07,GB,Active
ACC0000978,CUST000073,Checking,2025-03-25,PK,Active
ACC0000979,CUST001474,Business,2023-09-08,DE,Closed
ACC0000980,CUST001001,Savings,2026-01-28,US,Active
ACC0000981,CUST900024,Business,2024-09-27,AE,Active
ACC0000982,CUST001023,Business,2026-01-26,IN,Active
ACC0000983,CUST001979,Checking,2026-03-31,PK,Active
ACC0000984,CUST000694,Checking,2023-12-12,FR,Active
ACC0000985,CUST001613,Business,2024-08-21,PK,Closed
ACC0000986,CUST000830,Checking,2026-01-13,DE,Active
ACC0000987,CUST001652,Business,2026-05-07,CN,Active
ACC0000988,CUST000938,Business,2024-08-29,CN,Active
ACC0000989,CUST000305,Business,2025-07-24,SA,Active
ACC0000990,CUST000477,Checking,2025-01-17,PK,Active
ACC0000991,CUST001506,Checking,2024-05-03,IN,Active
ACC0000992,CUST001339,Checking,2026-02-15,IN,Active
ACC0000993,CUST001857,Business,2025-07-24,PK,Active
ACC0000994,CUST000497,Business,2025-05-19,GB,Active
ACC0000995,CUST000029,Checking,2025-06-13,PK,Active
ACC0000996,CUST001852,Savings,2025-09-24,US,Active
ACC0000997,CUST000934,Business,2024-04-13,GB,Active
ACC0000998,CUST001710,Business,2025-12-19,US,Active
ACC0000999,CUST001674,Checking,2023-08-05,US,Active
ACC0001000,CUST001018,Business,2026-01-22,SA,Active
ACC0001001,CUST000451,Checking,2024-06-01,DE,Active
ACC0001002,CUST000872,Savings,2024-01-12,NL,Active
ACC0001003,CUST000664,Checking,2024-09-25,SA,Active
ACC0001004,CUST001117,Checking,2023-10-13,FR,Active
ACC0001005,CUST001713,Checking,2024-09-13,PK,Active
ACC0001006,CUST001214,Checking,2024-12-01,FR,Active
ACC0001007,CUST000129,Checking,2023-11-04,AE,Active
ACC0001008,CUST000289,Savings,2024-12-05,GB,Active
ACC0001009,CUST001426,Savings,2025-06-11,CN,Active
ACC0001010,CUST000337,Savings,2026-03-13,DE,Active
ACC0001011,CUST900025,Business,2024-12-04,PK,Active
ACC0001012,CUST000273,Checking,2023-10-27,SA,Active
ACC0001013,CUST000770,Checking,2025-09-15,PK,Active
ACC0001014,CUST001801,Savings,2026-04-01,US,Active
ACC0001015,CUST000013,Checking,2026-04-06,GB,Active
ACC0001016,CUST001896,Checking,2025-10-23,SA,Active
ACC0001017,CUST001816,Savings,2024-02-25,NL,Active
ACC0001018,CUST001420,Savings,2024-07-12,GB,Active
ACC0001019,CUST000422,Checking,2024-06-30,AE,Active
ACC0001020,CUST001071,Savings,2026-06-24,NL,Active
ACC0001021,CUST000489,Checking,2024-12-27,SA,Active
ACC0001022,CUST001416,Checking,2025-08-14,SA,Active
ACC0001023,CUST000368,Business,2024-12-16,IN,Active
ACC0001024,CUST001253,Checking,2024-05-19,AE,Active
ACC0001025,CUST000712,Savings,2023-09-06,PK,Active
ACC0001026,CUST001142,Checking,2024-01-10,DE,Closed
ACC0001027,CUST000240,Business,2024-12-09,US,Active
ACC0001028,CUST900013,Savings,2025-06-09,CN,Active
ACC0001029,CUST001039,Checking,2024-07-03,IN,Active
ACC0001030,CUST001577,Business,2023-08-30,DE,Active
ACC0001031,CUST000566,Checking,2025-04-28,DE,Active
ACC0001032,CUST000230,Checking,2024-09-05,IN,Active
ACC0001033,CUST001018,Checking,2026-04-21,GB,Active
ACC0001034,CUST001372,Checking,2024-08-16,PK,Active
ACC0001035,CUST001320,Savings,2024-10-28,AE,Active
ACC0001036,CUST000429,Savings,2024-12-13,AE,Active
ACC0001037,CUST000684,Business,2023-09-23,IN,Frozen
ACC0001038,CUST000088,Checking,2026-02-07,PK,Active
ACC0001039,CUST001894,Business,2026-05-08,GB,Active
ACC0001040,CUST000323,Checking,2025-07-25,IN,Active
ACC0001041,CUST001054,Checking,2024-05-10,US,Closed
ACC0001042,CUST001833,Checking,2025-06-04,IN,Active
ACC0001043,CUST001213,Business,2023-10-25,FR,Active
ACC0001044,CUST000858,Checking,2023-10-09,FR,Active
ACC0001045,CUST000471,Checking,2024-10-01,FR,Active
ACC0001046,CUST000466,Checking,2024-06-10,DE,Active
ACC0001047,CUST001510,Savings,2025-08-25,DE,Active
ACC0001048,CUST000769,Checking,2026-02-10,US,Active
ACC0001049,CUST000964,Business,2025-02-06,IN,Active
ACC0001050,CUST000111,Savings,2025-07-10,GB,Active
ACC0001051,CUST000442,Business,2024-04-29,IN,Active
ACC0001052,CUST000364,Savings,2025-12-29,FR,Active
ACC0001053,CUST000279,Savings,2023-11-03,DE,Active
ACC0001054,CUST001294,Savings,2026-03-15,AE,Active
ACC0001055,CUST000414,Savings,2024-07-26,GB,Closed
ACC0001056,CUST000065,Business,2025-10-07,SA,Active
ACC0001057,CUST000122,Savings,2024-01-19,GB,Active
ACC0001058,CUST000227,Savings,2024-08-03,IN,Active
ACC0001059,CUST000856,Checking,2024-10-16,FR,Closed
ACC0001060,CUST000450,Savings,2024-12-15,SA,Active
ACC0001061,CUST000321,Business,2025-07-31,SA,Active
ACC0001062,CUST001854,Checking,2024-01-15,SA,Active
ACC0001063,CUST001986,Business,2025-08-08,DE,Active
ACC0001064,CUST000177,Savings,2024-08-09,CN,Active
ACC0001065,CUST001001,Checking,2025-08-04,SA,Active
ACC0001066,CUST000969,Savings,2024-09-14,AE,Active
ACC0001067,CUST000029,Business,2023-08-07,NL,Closed
ACC0001068,CUST001507,Checking,2025-11-08,DE,Active
ACC0001069,CUST000670,Savings,2025-04-24,SA,Active
ACC0001070,CUST000455,Business,2023-10-18,GB,Active
ACC0001071,CUST001871,Business,2025-07-09,PK,Active
ACC0001072,CUST000855,Checking,2025-05-15,PK,Active
ACC0001073,CUST000963,Business,2024-07-07,CN,Active
ACC0001074,CUST000068,Savings,2026-06-13,CN,Active
ACC0001075,CUST000807,Savings,2026-04-23,US,Active
ACC0001076,CUST000926,Savings,2025-09-26,DE,Closed
ACC0001077,CUST000170,Business,2025-09-20,PK,Active
ACC0001078,CUST001419,Business,2024-06-29,NL,Active
ACC0001079,CUST001945,Checking,2024-01-04,GB,Closed
ACC0001080,CUST900027,Savings,2024-11-27,DE,Active
ACC0001081,CUST001326,Checking,2024-01-01,PK,Active
ACC0001082,CUST000982,Business,2026-02-03,AE,Active
ACC0001083,CUST000331,Business,2023-11-26,IN,Active
ACC0001084,CUST001757,Business,2026-05-26,SA,Active
ACC0001085,CUST000049,Savings,2024-10-03,IN,Active
ACC0001086,CUST001580,Checking,2025-02-02,NL,Active
ACC0001087,CUST000378,Savings,2023-07-31,IN,Active
ACC0001088,CUST001441,Business,2024-11-19,PK,Active
ACC0001089,CUST001762,Business,2025-12-31,US,Active
ACC0001090,CUST000788,Business,2023-12-09,FR,Active
ACC0001091,CUST001087,Checking,2024-11-17,AE,Closed
ACC0001092,CUST000872,Savings,2026-05-26,SA,Active
ACC0001093,CUST001110,Business,2023-11-08,DE,Active
ACC0001094,CUST001613,Business,2024-03-17,US,Active
ACC0001095,CUST001270,Savings,2026-06-05,PK,Active
ACC0001096,CUST001054,Business,2024-10-17,FR,Closed
ACC0001097,CUST001818,Checking,2025-03-01,US,Active
ACC0001098,CUST000784,Savings,2024-01-21,IN,Active
ACC0001099,CUST001267,Checking,2024-09-02,FR,Active
ACC0001100,CUST000750,Checking,2024-08-02,CN,Active
ACC0001101,CUST001443,Checking,2026-05-08,CN,Active
ACC0001102,CUST001452,Checking,2026-05-28,GB,Active
ACC0001103,CUST000685,Checking,2025-04-02,CN,Active
ACC0001104,CUST000232,Business,2023-08-12,IN,Active
ACC0001105,CUST001510,Business,2025-12-11,DE,Active
ACC0001106,CUST001542,Business,2023-08-14,DE,Active
ACC0001107,CUST000656,Savings,2026-03-09,AE,Active
ACC0001108,CUST001031,Business,2025-01-13,NL,Active
ACC0001109,CUST000567,Checking,2026-02-07,US,Active
ACC0001110,CUST000763,Savings,2025-08-11,IN,Active
ACC0001111,CUST000995,Business,2025-06-18,CN,Active
ACC0001112,CUST001698,Checking,2024-11-25,IN,Active
ACC0001113,CUST001453,Business,2024-10-07,CN,Active
ACC0001114,CUST001842,Savings,2024-08-06,IN,Active
ACC0001115,CUST001271,Savings,2025-02-25,US,Active
ACC0001116,CUST000385,Savings,2025-02-04,US,Active
ACC0001117,CUST000164,Savings,2025-10-20,GB,Active
ACC0001118,CUST000590,Checking,2023-11-25,US,Active
ACC0001119,CUST000337,Savings,2024-01-31,US,Active
ACC0001120,CUST001427,Checking,2024-10-26,IN,Active
ACC0001121,CUST000308,Checking,2024-02-01,CN,Active
ACC0001122,CUST001949,Business,2025-04-22,PK,Active
ACC0001123,CUST000600,Savings,2025-02-25,CN,Active
ACC0001124,CUST001908,Checking,2024-09-06,IN,Active
ACC0001125,CUST000710,Savings,2026-01-13,IN,Active
ACC0001126,CUST001510,Business,2025-07-30,PK,Active
ACC0001127,CUST000597,Checking,2024-11-05,US,Active
ACC0001128,CUST000045,Checking,2024-05-24,CN,Closed
ACC0001129,CUST001320,Savings,2025-05-19,NL,Active
ACC0001130,CUST001185,Savings,2026-04-09,FR,Active
ACC0001131,CUST000995,Business,2026-01-26,CN,Active
ACC0001132,CUST001724,Business,2026-06-23,IN,Closed
ACC0001133,CUST000937,Savings,2025-12-03,SA,Active
ACC0001134,CUST000270,Savings,2023-11-15,GB,Active
ACC0001135,CUST001616,Savings,2025-06-19,DE,Active
ACC0001136,CUST000991,Savings,2025-05-14,AE,Active
ACC0001137,CUST001576,Checking,2024-10-08,GB,Active
ACC0001138,CUST000723,Savings,2025-01-07,IN,Active
ACC0001139,CUST001958,Checking,2025-10-06,SA,Active
ACC0001140,CUST001892,Checking,2026-04-11,CN,Active
ACC0001141,CUST000584,Checking,2023-11-11,GB,Closed
ACC0001142,CUST001718,Business,2024-11-12,GB,Active
ACC0001143,CUST000330,Checking,2025-04-07,US,Active
ACC0001144,CUST000084,Savings,2023-08-31,SA,Active
ACC0001145,CUST000259,Savings,2024-06-01,AE,Active
ACC0001146,CUST000757,Checking,2024-10-18,DE,Active
ACC0001147,CUST001151,Business,2024-03-21,PK,Active
ACC0001148,CUST001363,Savings,2024-11-23,FR,Active
ACC0001149,CUST000302,Savings,2024-09-06,IN,Active
ACC0001150,CUST001105,Checking,2024-02-21,CN,Active
ACC0001151,CUST000617,Checking,2024-12-09,PK,Active
ACC0001152,CUST000828,Savings,2023-12-07,GB,Active
ACC0001153,CUST001941,Savings,2026-05-24,FR,Active
ACC0001154,CUST000319,Checking,2026-03-28,CN,Active
ACC0001155,CUST001998,Business,2024-10-10,FR,Active
ACC0001156,CUST001325,Business,2025-12-18,AE,Closed
ACC0001157,CUST000970,Savings,2025-08-16,SA,Active
ACC0001158,CUST001365,Checking,2025-09-25,SA,Active
ACC0001159,CUST001492,Savings,2023-08-05,FR,Active
ACC0001160,CUST001411,Checking,2024-08-30,IN,Active
ACC0001161,CUST001843,Checking,2024-03-22,GB,Active
ACC0001162,CUST001388,Business,2024-05-25,US,Active
ACC0001163,CUST000630,Checking,2026-02-19,NL,Active
ACC0001164,CUST001264,Checking,2024-05-04,IN,Active
ACC0001165,CUST000731,Checking,2026-01-06,FR,Active
ACC0001166,CUST000112,Business,2025-11-21,DE,Closed
ACC0001167,CUST001194,Business,2024-10-12,DE,Active
ACC0001168,CUST001600,Savings,2024-04-10,DE,Active
ACC0001169,CUST000046,Checking,2026-03-13,CN,Active
ACC0001170,CUST001739,Savings,2024-10-11,US,Active
ACC0001171,CUST001998,Business,2023-08-13,NL,Active
ACC0001172,CUST000398,Savings,2024-01-07,FR,Active
ACC0001173,CUST001235,Business,2024-08-30,CN,Active
ACC0001174,CUST001932,Checking,2025-12-14,FR,Active
ACC0001175,CUST000814,Checking,2025-12-18,NL,Active
ACC0001176,CUST000757,Savings,2025-04-27,FR,Active
ACC0001177,CUST000024,Savings,2024-07-19,FR,Active
ACC0001178,CUST000719,Savings,2026-05-15,IN,Active
ACC0001179,CUST001790,Business,2026-06-20,US,Active
ACC0001180,CUST000441,Business,2024-04-10,IN,Active
ACC0001181,CUST001518,Savings,2026-05-30,IN,Active
ACC0001182,CUST000591,Checking,2024-02-18,NL,Active
ACC0001183,CUST001492,Savings,2025-06-13,GB,Active
ACC0001184,CUST001711,Business,2025-12-27,SA,Active
ACC0001185,CUST000176,Checking,2025-11-28,DE,Active
ACC0001186,CUST000621,Savings,2025-04-03,CN,Active
ACC0001187,CUST000686,Checking,2023-12-12,SA,Active
ACC0001188,CUST001548,Savings,2025-06-05,US,Active
ACC0001189,CUST000013,Savings,2026-06-03,AE,Active
ACC0001190,CUST000848,Checking,2024-01-29,CN,Active
ACC0001191,CUST000946,Business,2026-03-17,SA,Active
ACC0001192,CUST001546,Checking,2025-01-29,DE,Closed
ACC0001193,CUST000380,Savings,2024-11-05,AE,Active
ACC0001194,CUST001134,Savings,2023-11-11,PK,Active
ACC0001195,CUST001685,Savings,2025-11-28,SA,Active
ACC0001196,CUST000622,Savings,2025-01-15,CN,Closed
ACC0001197,CUST001515,Savings,2025-05-31,DE,Active
ACC0001198,CUST000054,Checking,2025-11-10,GB,Active
ACC0001199,CUST000537,Savings,2026-01-11,IN,Active
ACC0001200,CUST000254,Business,2025-05-26,AE,Active
ACC0001201,CUST000854,Checking,2024-04-30,IN,Active
ACC0001202,CUST001857,Business,2025-03-08,DE,Active
ACC0001203,CUST000058,Checking,2026-05-04,AE,Active
ACC0001204,CUST001009,Checking,2024-03-01,SA,Active
ACC0001205,CUST001526,Savings,2023-11-04,SA,Active
ACC0001206,CUST000984,Business,2024-11-05,NL,Active
ACC0001207,CUST001778,Savings,2025-05-28,IN,Active
ACC0001208,CUST001995,Business,2025-04-20,US,Active
ACC0001209,CUST000764,Business,2023-08-26,SA,Active
ACC0001210,CUST000035,Savings,2025-08-20,GB,Active
ACC0001211,CUST001191,Checking,2026-04-04,GB,Active
ACC0001212,CUST000654,Savings,2023-10-19,GB,Active
ACC0001213,CUST000731,Checking,2024-09-07,PK,Active
ACC0001214,CUST000558,Savings,2025-09-26,NL,Active
ACC0001215,CUST001303,Savings,2023-12-14,PK,Active
ACC0001216,CUST000593,Savings,2024-11-22,CN,Active
ACC0001217,CUST001308,Checking,2025-05-31,CN,Active
ACC0001218,CUST000396,Business,2024-08-12,GB,Active
ACC0001219,CUST001566,Checking,2024-04-08,SA,Active
ACC0001220,CUST001541,Checking,2026-03-11,CN,Active
ACC0001221,CUST000660,Savings,2024-06-08,AE,Active
ACC0001222,CUST000555,Business,2025-02-17,FR,Active
ACC0001223,CUST000196,Business,2024-04-14,SA,Active
ACC0001224,CUST000720,Checking,2025-11-05,PK,Active
ACC0001225,CUST000280,Business,2025-11-11,AE,Active
ACC0001226,CUST000763,Savings,2025-10-26,NL,Active
ACC0001227,CUST000696,Checking,2025-06-29,US,Active
ACC0001228,CUST000446,Checking,2024-05-16,CN,Active
ACC0001229,CUST000452,Checking,2026-04-19,CN,Active
ACC0001230,CUST001256,Business,2025-05-26,CN,Active
ACC0001231,CUST001732,Business,2025-06-07,CN,Active
ACC0001232,CUST001438,Checking,2025-04-05,NL,Active
ACC0001233,CUST000943,Checking,2023-11-15,US,Active
ACC0001234,CUST001676,Checking,2024-11-28,PK,Active
ACC0001235,CUST000982,Savings,2025-04-23,AE,Active
ACC0001236,CUST001415,Savings,2023-11-19,GB,Active
ACC0001237,CUST001673,Savings,2024-05-24,SA,Closed
ACC0001238,CUST001071,Savings,2026-03-07,GB,Active
ACC0001239,CUST001453,Savings,2023-11-03,PK,Active
ACC0001240,CUST001524,Checking,2025-01-04,DE,Active
ACC0001241,CUST000263,Business,2024-08-16,GB,Active
ACC0001242,CUST001409,Checking,2026-01-06,AE,Active
ACC0001243,CUST000256,Checking,2024-09-16,GB,Active
ACC0001244,CUST000160,Savings,2025-01-01,US,Active
ACC0001245,CUST000159,Checking,2023-08-20,IN,Active
ACC0001246,CUST001551,Savings,2023-10-14,PK,Active
ACC0001247,CUST000402,Checking,2026-05-15,PK,Active
ACC0001248,CUST001624,Business,2023-10-17,CN,Active
ACC0001249,CUST001214,Checking,2025-07-29,IN,Active
ACC0001250,CUST000243,Savings,2024-08-31,PK,Active
ACC0001251,CUST000135,Savings,2024-06-26,PK,Active
ACC0001252,CUST001545,Checking,2026-03-22,US,Active
ACC0001253,CUST001884,Business,2025-12-05,DE,Active
ACC0001254,CUST001203,Checking,2024-02-04,GB,Active
ACC0001255,CUST001373,Savings,2023-08-07,PK,Active
ACC0001256,CUST000185,Checking,2024-02-03,AE,Active
ACC0001257,CUST001943,Business,2025-03-23,FR,Active
ACC0001258,CUST000721,Checking,2025-05-04,CN,Active
ACC0001259,CUST001599,Business,2023-08-30,SA,Active
ACC0001260,CUST000495,Business,2026-06-02,SA,Active
ACC0001261,CUST000139,Checking,2026-06-21,SA,Active
ACC0001262,CUST001563,Checking,2024-12-24,CN,Active
ACC0001263,CUST000444,Business,2025-05-12,DE,Active
ACC0001264,CUST001974,Savings,2025-03-01,GB,Active
ACC0001265,CUST001846,Business,2024-01-12,PK,Active
ACC0001266,CUST001993,Business,2025-09-25,US,Active
ACC0001267,CUST001892,Checking,2026-04-10,CN,Active
ACC0001268,CUST001743,Business,2024-02-18,IN,Active
ACC0001269,CUST000750,Business,2023-08-28,SA,Active
ACC0001270,CUST000379,Savings,2023-08-21,US,Active
ACC0001271,CUST000370,Savings,2025-01-23,NL,Active
ACC0001272,CUST000868,Checking,2024-01-06,CN,Active
ACC0001273,CUST000466,Savings,2026-02-06,US,Active
ACC0001274,CUST001559,Savings,2023-11-27,US,Active
ACC0001275,CUST000954,Checking,2024-03-15,CN,Active
ACC0001276,CUST000278,Savings,2024-07-11,FR,Active
ACC0001277,CUST001443,Savings,2024-03-18,CN,Active
ACC0001278,CUST001478,Checking,2025-09-10,US,Active
ACC0001279,CUST000671,Savings,2026-04-24,US,Active
ACC0001280,CUST000788,Savings,2024-05-08,IN,Active
ACC0001281,CUST001229,Business,2024-12-22,AE,Active
ACC0001282,CUST001407,Savings,2026-05-09,DE,Active
ACC0001283,CUST001134,Savings,2024-08-02,AE,Active
ACC0001284,CUST001751,Savings,2025-03-06,DE,Active
ACC0001285,CUST001754,Checking,2024-06-05,IN,Active
ACC0001286,CUST001923,Business,2025-09-29,FR,Active
ACC0001287,CUST000367,Checking,2025-01-06,IN,Active
ACC0001288,CUST001376,Checking,2025-01-24,NL,Active
ACC0001289,CUST000897,Business,2024-09-26,US,Active
ACC0001290,CUST900004,Checking,2024-02-18,NL,Active
ACC0001291,CUST900000,Business,2024-01-28,SA,Active
ACC0001292,CUST000208,Business,2025-07-29,GB,Active
ACC0001293,CUST000132,Savings,2026-02-27,DE,Active
ACC0001294,CUST000693,Checking,2024-05-22,SA,Closed
ACC0001295,CUST001728,Savings,2024-09-18,US,Active
ACC0001296,CUST000476,Savings,2025-04-10,IN,Active
ACC0001297,CUST000570,Business,2025-10-22,SA,Active
ACC0001298,CUST001215,Savings,2024-06-24,NL,Active
ACC0001299,CUST000729,Savings,2025-11-20,SA,Active
ACC0001300,CUST001945,Savings,2026-05-09,IN,Active
ACC0001301,CUST001047,Savings,2024-12-29,GB,Frozen
ACC0001302,CUST001572,Savings,2026-02-23,US,Active
ACC0001303,CUST000250,Savings,2024-10-21,IN,Active
ACC0001304,CUST001018,Checking,2025-10-01,GB,Active
ACC0001305,CUST000060,Checking,2025-12-13,PK,Active
ACC0001306,CUST001700,Checking,2025-05-22,IN,Active
ACC0001307,CUST001388,Checking,2025-05-05,GB,Active
ACC0001308,CUST000783,Business,2024-10-27,FR,Active
ACC0001309,CUST000312,Savings,2025-03-23,SA,Active
ACC0001310,CUST001276,Checking,2024-08-29,US,Active
ACC0001311,CUST001353,Business,2025-06-01,IN,Active
ACC0001312,CUST001623,Savings,2023-10-04,DE,Active
ACC0001313,CUST000601,Business,2024-01-22,IN,Active
ACC0001314,CUST001004,Business,2023-09-01,AE,Active
ACC0001315,CUST001110,Savings,2025-01-23,CN,Active
ACC0001316,CUST001119,Checking,2025-04-13,PK,Active
ACC0001317,CUST000881,Checking,2024-06-04,NL,Active
ACC0001318,CUST000921,Savings,2025-12-25,NL,Active
ACC0001319,CUST000906,Savings,2025-06-14,PK,Active
ACC0001320,CUST000067,Checking,2026-05-21,CN,Active
ACC0001321,CUST001350,Savings,2024-08-06,GB,Active
ACC0001322,CUST001006,Savings,2023-08-28,GB,Active
ACC0001323,CUST000639,Business,2024-02-04,NL,Active
ACC0001324,CUST000998,Checking,2024-07-05,SA,Active
ACC0001325,CUST001382,Savings,2025-11-17,CN,Active
ACC0001326,CUST001403,Business,2024-08-12,SA,Active
ACC0001327,CUST000962,Savings,2023-10-13,CN,Active
ACC0001328,CUST001749,Checking,2025-06-27,CN,Active
ACC0001329,CUST000114,Savings,2024-08-27,AE,Active
ACC0001330,CUST001013,Business,2025-11-04,NL,Active
ACC0001331,CUST001263,Business,2023-12-05,FR,Active
ACC0001332,CUST001569,Savings,2024-07-01,FR,Active
ACC0001333,CUST000125,Checking,2023-08-08,SA,Active
ACC0001334,CUST000092,Checking,2024-07-12,FR,Active
ACC0001335,CUST000714,Business,2024-12-05,SA,Active
ACC0001336,CUST000055,Business,2025-11-21,FR,Active
ACC0001337,CUST000779,Checking,2026-03-12,NL,Active
ACC0001338,CUST000706,Savings,2025-03-17,NL,Active
ACC0001339,CUST000719,Checking,2024-09-11,DE,Active
ACC0001340,CUST000507,Checking,2025-04-29,AE,Active
ACC0001341,CUST001213,Checking,2025-02-09,US,Active
ACC0001342,CUST001779,Savings,2023-11-14,US,Active
ACC0001343,CUST000691,Checking,2024-05-19,PK,Active
ACC0001344,CUST001102,Savings,2025-05-06,PK,Active
ACC0001345,CUST000943,Business,2026-02-23,NL,Active
ACC0001346,CUST001163,Business,2026-01-29,NL,Active
ACC0001347,CUST000546,Checking,2023-10-15,IN,Active
ACC0001348,CUST001204,Checking,2026-03-05,FR,Active
ACC0001349,CUST000773,Business,2024-10-19,NL,Active
ACC0001350,CUST000660,Business,2025-10-11,US,Active
ACC0001351,CUST001655,Savings,2024-06-30,US,Active
ACC0001352,CUST001414,Business,2024-07-03,DE,Active
ACC0001353,CUST000688,Savings,2024-02-23,CN,Active
ACC0001354,CUST001661,Business,2025-11-29,FR,Active
ACC0001355,CUST000341,Business,2025-01-09,AE,Active
ACC0001356,CUST000744,Savings,2026-06-17,DE,Active
ACC0001357,CUST001017,Business,2024-10-19,US,Active
ACC0001358,CUST001721,Business,2023-12-07,DE,Active
ACC0001359,CUST000588,Savings,2024-01-26,PK,Active
ACC0001360,CUST000608,Business,2024-07-10,NL,Active
ACC0001361,CUST001647,Checking,2024-09-08,SA,Active
ACC0001362,CUST001521,Checking,2025-04-02,SA,Active
ACC0001363,CUST000194,Business,2024-05-26,FR,Active
ACC0001364,CUST000559,Checking,2025-06-13,SA,Closed
ACC0001365,CUST001640,Business,2026-01-25,IN,Active
ACC0001366,CUST000874,Checking,2026-06-15,FR,Active
ACC0001367,CUST001629,Checking,2026-03-25,AE,Active
ACC0001368,CUST001033,Savings,2024-05-26,NL,Active
ACC0001369,CUST001358,Business,2026-01-10,FR,Active
ACC0001370,CUST000409,Savings,2024-09-29,NL,Active
ACC0001371,CUST000514,Business,2026-03-08,CN,Active
ACC0001372,CUST000928,Business,2026-04-01,CN,Active
ACC0001373,CUST000369,Checking,2023-09-07,CN,Active
ACC0001374,CUST001766,Checking,2025-06-14,SA,Active
ACC0001375,CUST001022,Checking,2023-10-10,IN,Active
ACC0001376,CUST000548,Business,2023-11-06,CN,Active
ACC0001377,CUST001656,Business,2025-11-29,NL,Active
ACC0001378,CUST001914,Business,2025-09-05,PK,Active
ACC0001379,CUST001069,Checking,2024-05-15,FR,Active
ACC0001380,CUST000947,Checking,2025-10-08,DE,Active
ACC0001381,CUST000308,Business,2024-09-26,AE,Active
ACC0001382,CUST001728,Savings,2025-03-12,NL,Active
ACC0001383,CUST000652,Checking,2024-06-25,DE,Active
ACC0001384,CUST001732,Savings,2025-05-10,AE,Active
ACC0001385,CUST001686,Savings,2024-09-19,GB,Active
ACC0001386,CUST000525,Business,2025-08-08,SA,Active
ACC0001387,CUST000483,Savings,2024-11-23,DE,Active
ACC0001388,CUST000232,Checking,2026-01-17,DE,Active
ACC0001389,CUST000056,Checking,2026-05-23,AE,Active
ACC0001390,CUST000950,Savings,2023-12-04,CN,Active
ACC0001391,CUST000893,Savings,2024-08-29,PK,Active
ACC0001392,CUST000413,Checking,2025-05-16,AE,Active
ACC0001393,CUST000279,Checking,2023-08-28,AE,Active
ACC0001394,CUST001617,Savings,2023-09-16,CN,Active
ACC0001395,CUST900012,Business,2023-08-08,PK,Frozen
ACC0001396,CUST001973,Business,2023-11-17,IN,Active
ACC0001397,CUST001602,Checking,2024-07-06,PK,Active
ACC0001398,CUST001760,Checking,2025-07-29,FR,Active
ACC0001399,CUST900005,Savings,2024-11-03,US,Active
ACC0001400,CUST001844,Savings,2024-01-25,FR,Active
ACC0001401,CUST001375,Business,2024-02-16,US,Active
ACC0001402,CUST000812,Business,2026-03-15,GB,Frozen
ACC0001403,CUST000483,Checking,2024-08-24,SA,Active
ACC0001404,CUST001504,Business,2026-03-16,US,Active
ACC0001405,CUST001068,Business,2026-06-16,SA,Active
ACC0001406,CUST001944,Business,2026-04-18,AE,Active
ACC0001407,CUST001016,Checking,2026-02-07,DE,Frozen
ACC0001408,CUST001228,Checking,2024-04-29,FR,Active
ACC0001409,CUST000674,Business,2025-11-10,NL,Active
ACC0001410,CUST001650,Business,2023-11-23,DE,Active
ACC0001411,CUST001915,Savings,2026-05-02,DE,Active
ACC0001412,CUST000295,Checking,2023-10-15,GB,Active
